grid,val,geometry,Day_Total,val_normalized,day_total_normalized,result
다사612174,0.020583565304460198,"POLYGON ((127.06246522662326 37.254678901336874, 127.06246001359109 37.25558027906992, 127.06358766407097 37.255584440785775, 127.06359286366887 37.25468306291771, 127.06246522662326 37.254678901336874))",780.734071,0.02185089974293059,0.017626451614695966,0.020583565304460198
다사592232,0.042536465643833614,"POLYGON ((127.03959419206267 37.30687293368028, 127.03958869617605 37.307774300619045, 127.04071712209903 37.30777868535568, 127.04072260451687 37.30687731827472, 127.03959419206267 37.30687293368028))",36.69670689,0.06041131105398457,0.000828493020148041,0.042536465643833614
다사597225,0.0032760827198421113,"POLYGON ((127.04527424980125 37.30058517166878, 127.04526882295 37.3014865402831, 127.04639715581824 37.30149087024106, 127.0464025692049 37.30058950148631, 127.04527424980125 37.30058517166878))",483.6952732,0.0,0.010920275732807037,0.0032760827198421113
다사620217,0.0669794220401871,"POLYGON ((127.07126658509105 37.29347105707873, 127.07126146975097 37.29437242994029, 127.07238970030836 37.294376511433136, 127.07239480218837 37.293475138439184, 127.07126658509105 37.29347105707873))",324.5122131,0.09254498714652956,0.007326436792054713,0.0669794220401871
다사610156,0.34863070095464005,"POLYGON ((127.06030423156696 37.23844572801502, 127.06029899586296 37.2393471079642, 127.06142640415341 37.23935128871549, 127.06143162643396 37.238449908630656, 127.06030423156696 37.23844572801502))",6307.08899,0.4370179948586118,0.14239368184537274,0.34863070095464005
다사596222,0.09768335758707906,"POLYGON ((127.04416225013377 37.2978767248445, 127.04415681054442 37.29877809373292, 127.04528510277903 37.29878243402526, 127.04529052890557 37.29788106499606, 127.04416225013377 37.2978767248445))",673.2531967,0.13303341902313623,0.015199880902945679,0.09768335758707906
다사612187,0.2088366984818021,"POLYGON ((127.06239743910164 37.26639680108762, 127.06239222305192 37.267298177024166, 127.0635200482315 37.267302340495725, 127.0635252508392 37.26640096442411, 127.06239743910164 37.26639680108762))",1209.801913,0.2866323907455013,0.027313416533170768,0.2088366984818021
다사596231,0.15073151509903868,"POLYGON ((127.04411328511077 37.305989039861736, 127.04410784334152 37.30689040750546, 127.04523625676842 37.306894749064824, 127.04524168506944 37.30599338128029, 127.04411328511077 37.305989039861736))",202.8912568,0.21336760925449869,0.004580628736298681,0.15073151509903868
다사597176,0.10828306802132838,"POLYGON ((127.04553986978888 37.25641794018065, 127.04553445476218 37.257319315569944, 127.04666212856841 37.25732363865094, 127.04666753015982 37.25642226312138, 127.04553986978888 37.25641794018065))",644.1370219,0.14845758354755784,0.014542531793459679,0.10828306802132838
다사626184,0.27321225529455934,"POLYGON ((127.07820190652217 37.26374997594729, 127.07819687933322 37.26465135415758, 127.07932466737597 37.26465536682812, 127.07932968112456 37.263753988487636, 127.07820190652217 37.26374997594729))",884.183989,0.38174807197943444,0.019962016363184145,0.27321225529455934
다사597155,0.07931619460203435,"POLYGON ((127.04565352968797 37.23748902507496, 127.04564811972067 37.238390403366935, 127.04677551151147 37.238394723503085, 127.04678090805608 37.23749334507091, 127.04565352968797 37.23748902507496))",153.3375168,0.11182519280205655,0.003461865468649222,0.07931619460203435
다사618166,0.11863846204314239,"POLYGON ((127.06927210354507 37.24749267646373, 127.06926697294594 37.248394056107, 127.07039451734776 37.248398152325166, 127.07039963451736 37.24749677254896, 127.06927210354507 37.24749267646373))",246.8438798,0.16709511568123392,0.00557293688759553,0.11863846204314239
다사604216,0.21533918998025126,"POLYGON ((127.05322047337332 37.2925029219759, 127.05321514291077 37.293404292810266, 127.05434335629272 37.29340854622941, 127.05434867329598 37.292507175257086, 127.05322047337332 37.2925029219759))",110.8072762,0.3065552699228792,0.0025016701141195004,0.21533918998025126
다사617200,0.1215521120187087,"POLYGON ((127.06796954730511 37.2781353954685, 127.06796439548515 37.27903677028043, 127.06909239661827 37.279040881767685, 127.06909753498839 37.2781395068224, 127.06796954730511 37.2781353954685))",278.5019672,0.17095115681233933,0.006287674166903936,0.1215521120187087
다사623177,0.4618343873267001,"POLYGON ((127.074854050315 37.25742822528069, 127.07484898438373 37.25832960406545, 127.07597667768343 37.25833364804524, 127.07598173017853 37.25743226912927, 127.074854050315 37.25742822528069))",371.4173959,0.6561696658097685,0.008385404199540468,0.4618343873267001
다사594225,0.11945930430284625,"POLYGON ((127.04188929304232 37.300572117678165, 127.04188382579726 37.30147348586912, 127.0430121579389 37.301477848097136, 127.04301761171938 37.30057647976471, 127.04188929304232 37.300572117678165))",168.7736341,0.1690231362467866,0.0038103631003187657,0.11945930430284625
다사609155,0.1305026619817808,"POLYGON ((127.05918208582685 37.23754015671569, 127.05917683693302 37.23844153666701, 127.06030423156696 37.23844572801502, 127.06030946703792 37.23754434792769, 127.05918208582685 37.23754015671569))",4123.998689,0.14652956298200512,0.0931065596479241,0.1305026619817808
다사601214,0.35349778718384645,"POLYGON ((127.04984661599508 37.290687356361204, 127.04984124563286 37.291588727056165, 127.05096943138314 37.291593012458094, 127.05097478828732 37.29069164162415, 127.04984661599508 37.290687356361204))",582.8496995,0.49935732647814907,0.013158862163806906,0.35349778718384645
다사609159,0.14169842980478728,"POLYGON ((127.05916108884969 37.241145675691946, 127.05915583902124 37.24204705509059, 127.06028328735259 37.24205124698269, 127.06028852375579 37.24114986744802, 127.05916108884969 37.241145675691946))",2522.361967,0.1780205655526992,0.0569467797263261,0.14169842980478728
다사592187,0.006879852599048268,"POLYGON ((127.0398412539052 37.26631127829439, 127.0398357690172 37.2672126514563, 127.0409635894392 37.26721702979758, 127.04096906088539 37.26631565649363, 127.0398412539052 37.26631127829439))",1015.771721,0.0,0.02293284199682756,0.006879852599048268
다사591193,0.15313397395683065,"POLYGON ((127.03868045351881 37.27171512539517, 127.03867495372027 37.27261649758505, 127.03980285456144 37.27262088752417, 127.03980834091459 37.27171951519186, 127.03868045351881 37.27171512539517))",889.7058743,0.2101542416452442,0.02008668268386576,0.15313397395683065
다사614217,0.10831803795848084,"POLYGON ((127.06449728731009 37.2934463430881, 127.06449209120977 37.294347715148085, 127.06562032039182 37.29435186116522, 127.06562550303214 37.29345048897076, 127.06449728731009 37.2934463430881))",715.7211407,0.14781491002570693,0.01615866980162001,0.10831803795848084
다사599166,0.05205401018144872,"POLYGON ((127.04784905914323 37.24741281102568, 127.04784367338497 37.248314188077394, 127.04897121334537 37.24831848828362, 127.04897658567427 37.24741711109238, 127.04784905914323 37.24741281102568))",6157.800114,0.014781491002570693,0.1390232215988308,0.05205401018144872
다사599182,0.1901688680421249,"POLYGON ((127.04776285823641 37.261834827266256, 127.04775746864101 37.26273620210634, 127.04888522355193 37.262740504545555, 127.04889059970844 37.26183912956588, 127.04776285823641 37.261834827266256))",2040.335437,0.2519280205655527,0.04606417882079345,0.1901688680421249
다사616216,0.175485904218848,"POLYGON ((127.06675888793505 37.29255325163296, 127.06675371898488 37.29345462409975, 127.06788193516776 37.29345874847505, 127.0678870906585 37.29255737587449, 127.06675888793505 37.29255325163296))",1267.319098,0.23843187660668377,0.028611968647231145,0.175485904218848
다사617184,0.3482953030956332,"POLYGON ((127.0680519452426 37.263713379683516, 127.06804679709066 37.26461475670648, 127.0691745830978 37.2646188660602, 127.06917971780943 37.263717488903914, 127.0680519452426 37.263713379683516))",13.99505882,0.4974293059125964,0.0003159631893861003,0.3482953030956332
다사609180,0.07005595895158828,"POLYGON ((127.05905079336394 37.26007461404455, 127.05904553862581 37.260975990541226, 127.0601732690256 37.260980185290656, 127.0601785103259 37.26007880865789, 127.05905079336394 37.26007461404455))",1575.797705,0.08483290488431876,0.03557641844188384,0.07005595895158828
다사601216,0.001257365557519055,"POLYGON ((127.04983587503153 37.29249009761284, 127.04983050419112 37.29339146803125, 127.05095871685937 37.293395753711195, 127.05096407424051 37.292494383153766, 127.04983587503153 37.29249009761284))",185.6429855,0.0,0.004191218525063517,0.001257365557519055
다사630218,0.12042486317553995,"POLYGON ((127.08254378547392 37.294412760934605, 127.08253880451336 37.29531413496606, 127.08366705077586 37.29531810904677, 127.08367201827566 37.29441673488642, 127.08254378547392 37.294412760934605))",709.8590163,0.16516709511568123,0.01602632198187701,0.12042486317553995
다사615158,0.2645556742460218,"POLYGON ((127.06593087081724 37.24026928487905, 127.06592570177057 37.24117066522677, 127.06705313806619 37.241174792582136, 127.06705829368812 37.240273412100485, 127.06593087081724 37.24026928487905))",2063.665383,0.3579691516709511,0.04659089358785332,0.2645556742460218
다사608193,0.17264114366296693,"POLYGON ((127.0578545720538 37.271788290593115, 127.05784930082837 37.27268966515659, 127.05897720574004 37.27269387242117, 127.05898246351992 37.27179249772122, 127.0578545720538 37.271788290593115))",515.2011109,0.24164524421593828,0.01163157570603379,0.17264114366296693
다사622215,0.20360430315741188,"POLYGON ((127.07353319567312 37.29167646237937, 127.07352810770622 37.29257783578175, 127.07465631179768 37.29258189550309, 127.07466138630568 37.29168052196903, 127.07353319567312 37.29167646237937))",702.9520491,0.28406169665809766,0.015870384989145083,0.20360430315741188
다사611184,0.15861339056565169,"POLYGON ((127.06128531467488 37.26368849877536, 127.06128008588145 37.264589874991096, 127.06240787050457 37.26459404879995, 127.06241308585778 37.263692672448805, 127.06128531467488 37.26368849877536))",702.3960111,0.2197943444730077,0.015857831448487666,0.15861339056565169
다사598189,0.09242280235302569,"POLYGON ((127.04659729071304 37.26814013422324, 127.0465918859949 37.26904150795568, 127.04771973475485 37.26904582211626, 127.0477251260299 37.268144448243845, 127.04659729071304 37.26814013422324))",2287.717787,0.10989717223650385,0.051649272624909995,0.09242280235302569
다사613211,0.18557625837469785,"POLYGON ((127.06340032431162 37.28803395199791, 127.06339511614259 37.28893532475246, 127.0645232643423 37.28893948071475, 127.0645284590549 37.288038107825415, 127.06340032431162 37.28803395199791))",233.1052733,0.26285347043701796,0.005262763562617635,0.18557625837469785
다사600160,0.20035662509530103,"POLYGON ((127.04900881462642 37.242008845042506, 127.04900344373212 37.242910223063, 127.05013090336456 37.242914511698004, 127.05013626083313 37.24201313353835, 127.04900881462642 37.242008845042506))",621.9765847,0.2802056555269923,0.014042220754688183,0.20035662509530103
