grid,망포1동 행정복지센터,매탄3동 행정복지센터,매탄2동 행정복지센터,광교1동 행정복지센터,영통종합사회복지관,영통2동 행정복지센터,영통1동 행정복지센터,영통3동행정복지센터,광교2동 행정복지센터,광교종합사회복지관,망포2동 주민센터(행정복지센터),영통청소년문화의집(영통청소년청년센터),영통한국문화센터,영통2동문화센터,광교홍재도서관,수원시립영통도서관,수원체육문화센터,광교복합체육센터,영통체육문화센터,영통지구대,수원남부경찰서,영통2치안센터,영통공영주차장,영통우체국앞 노상공영주차장,영통동 동수원세무서앞 노상공영주차장,망포역 공영주차장,영통구보건소,경기남부근로자건강센터,수원여성인력개발센터(영통여성새로일하기센터),수원영통동우체국,수원황곡우체국,geometry
다사591160,1964.976336,1575.40084,3151.084003,5348.359518,3480.695558,1580.908484,4512.305644,3159.855609,6154.208849,6351.267799,1146.515496,2911.528953,3424.252223,1544.806962,6760.349789,3323.672341,3132.840674,5183.022518,4736.166693,3681.409706,3544.778672,2903.612997,3289.701192,3547.708883,3230.229734,1627.58555,3114.831695,1841.192298,3396.107316,1652.224416,4553.027471,"POLYGON ((127.03886180959573 37.24196976556367, 127.03885631787014 37.242871142316, 127.0399837753294 37.2428755275573, 127.03998925362933 37.24197415066268, 127.03886180959573 37.24196976556367))"
다사622166,1647.998876,2922.572111,3426.937039,5260.748019,392.2867428,1604.486754,2108.480406,181.692454,4919.664033,6216.938471,2270.074035,676.1286967,454.6474796,1640.427141,6563.352659,1047.241223,1178.675547,3808.750262,2061.013238,826.0081397,3227.881603,703.6770358,597.0825909,700.9387524,370.0119137,1531.179689,1081.05803,1319.977591,619.409061,1519.783953,2174.937722,"POLYGON ((127.07378222879852 37.24750899638906, 127.07377715191757 37.2484103765619, 127.07490469722696 37.24841442983489, 127.07490976067831 37.247513049530525, 127.07378222879852 37.24750899638906))"
다사602184,3028.861963,1153.088763,765.9625698,2920.147799,2721.765088,1942.682018,2575.238461,2546.536919,3515.636646,3941.041599,2813.820464,2028.699867,2568.167211,1943.157263,4335.55033,1956.799525,1698.583167,2586.778612,2972.001077,2541.657224,915.979189,2001.696353,2304.142207,2485.838841,2443.775647,2142.981691,1770.099281,2230.012408,2385.867376,2006.225639,2582.621219,"POLYGON ((127.05113538457432 37.26365045231838, 127.05113003481937 37.26455182729973, 127.05225781732612 37.26455609779082, 127.05226315364095 37.263654722670935, 127.05113538457432 37.26365045231838))"
다사610185,3022.999595,1838.377255,1307.221907,3030.841313,2176.298558,2040.971848,1769.406574,2078.305426,3123.013377,4013.296354,3029.898492,1577.165193,2013.08177,2055.67407,4378.853215,1325.598433,1101.422927,2074.075244,2173.227672,1898.789044,981.5988906,1550.040729,1748.384119,1874.732256,1933.48398,2205.858824,1193.024047,2212.887524,1807.124028,2069.729978,1776.12605,"POLYGON ((127.06015230149109 37.26458569043974, 127.06014705902408 37.265487066381496, 127.06127485685526 37.26549125106862, 127.06128008588145 37.264589874991096, 127.06015230149109 37.26458569043974))"
다사588187,3899.21492,1323.071871,1086.157681,2794.8602,4087.622995,2843.505726,3965.998817,3873.880577,4142.337092,3740.879599,3401.730831,3370.670617,3942.703235,2827.087919,4149.841392,3373.381546,3111.474281,3488.577418,4381.629453,3953.821841,1722.032018,3345.212965,3685.826153,3887.03569,3798.824522,3047.135946,3175.262501,3209.756262,3775.625601,2934.498566,3965.700353,"POLYGON ((127.03533002843199 37.26629365806689, 127.0353244897769 37.26719503065714, 127.03645230921865 37.26719945197203, 127.03645783443197 37.26629807923833, 127.03533002843199 37.26629365806689))"
다사599195,4169.470825,2016.406214,441.1085904,1797.796185,3659.478709,3082.033344,2994.011942,3540.602855,2795.12946,2819.319574,3923.326712,3026.638751,3497.058881,3081.587925,3220.116356,2812.651745,2585.67833,2144.561664,3446.718909,3382.228179,558.7136145,2999.088112,3231.159539,3361.734249,3407.616084,3283.19536,2674.974941,3369.19527,3293.132981,3146.681004,2975.051825,"POLYGON ((127.04769277477932 37.27355268940459, 127.04768738206411 37.2744540624475, 127.0488153117351 37.27445836670163, 127.04882069100364 37.27355699351909, 127.04769277477932 37.27355268940459))"
다사610163,822.178309,1997.99693,3007.442138,5132.332585,1578.714033,447.8313743,2924.149294,1256.268692,5275.329715,6143.904198,1094.918613,1141.254614,1546.544935,476.781064,6526.257593,1660.262321,1570.562781,4180.059313,3033.448271,1853.79566,3046.891752,1144.905786,1468.796654,1712.496393,1357.194765,304.5633869,1508.495024,83.11661672,1565.898421,348.6246134,2979.487606,"POLYGON ((127.06026757674445 37.244755384757624, 127.06026233940885 37.245656763739575, 127.06138984168034 37.245660945440655, 127.06139506558829 37.24475956632301, 127.06026757674445 37.244755384757624))"
다사596196,4352.725976,2068.426868,578.6290259,1712.423986,3943.786669,3258.747358,3310.254926,3812.974599,2946.178369,2720.294418,4054.299325,3296.163395,3782.37463,3255.285964,3127.868934,3105.64419,2872.965533,2385.705576,3763.066312,3679.677661,874.6382002,3268.616402,3515.781304,3654.647087,3686.126035,3463.332247,2960.233002,3564.429063,3581.215249,3329.294205,3291.052975,"POLYGON ((127.0443035944939 37.27444108520761, 127.04429816119688 37.275342457691295, 127.04542610359313 37.27534679432483, 127.0454315234429 37.27444542170048, 127.0443035944939 37.27444108520761))"
다사619166,1442.77518,2640.147217,3225.863906,5132.65743,634.1797123,1305.096586,2207.792295,316.1403851,4907.194498,6105.248197,2005.970556,544.1140912,629.9032388,1341.110461,6461.04192,1031.878154,1096.847547,3792.931278,2218.282966,981.7318959,3072.271132,568.752291,651.5908725,841.8267783,463.6919988,1237.528008,1001.765913,1030.713681,718.1109911,1221.380998,2271.385981,"POLYGON ((127.07039963451736 37.24749677254896, 127.07039451734776 37.248398152325166, 127.07152206197738 37.248402237807035, 127.07152716571746 37.247500857898274, 127.07039963451736 37.24749677254896))"
다사597191,3847.40205,1584.107627,126.9019896,2200.711712,3539.611593,2752.60113,3100.778944,3385.502307,3224.454944,3216.412765,3545.133661,2866.569822,3381.377886,2748.411913,3621.889549,2729.638176,2483.755165,2508.635187,3538.701313,3312.999455,742.1860521,2839.205624,3114.763238,3274.121639,3270.878053,2957.879034,2565.125866,3064.083404,3188.153415,2824.720141,3091.414847,"POLYGON ((127.04545861907317 37.26993855650486, 127.04545320042956 37.2708399298205, 127.04658107583681 37.27084425500584, 127.04658648103617 37.269942881549895, 127.04545861907317 37.26993855650486))"
다사601162,1149.197172,1496.300713,2880.50297,5104.796529,2463.221472,582.4619429,3607.65985,2141.645708,5587.070592,6126.554646,616.7169376,1922.90534,2412.212789,548.2137826,6526.186281,2374.510813,2212.979224,4543.46374,3789.015296,2684.332616,3106.905156,1917.907763,2291.920973,2547.645174,2218.629646,607.3989694,2179.696445,822.7788675,2396.525636,640.8351498,3654.616636,"POLYGON ((127.05012554565754 37.24381588971948, 127.05012018771204 37.24471726760273, 127.05124767443627 37.244721545781324, 127.05125301895484 37.24382016775924, 127.05012554565754 37.24381588971948))"
다사602164,1216.874699,1373.428155,2693.635917,4911.472172,2316.908209,411.6537567,3399.85077,1998.225347,5365.847243,5933.41723,813.4730686,1743.089843,2255.162844,375.3465928,6331.33339,2176.575672,2006.180739,4320.318125,3592.284148,2511.280411,2898.734232,1736.15326,2119.282837,2377.041233,2061.081387,503.2232372,1976.872374,726.3181352,2225.460255,491.0060269,3445.635432,"POLYGON ((127.05124232967982 37.2456229236652, 127.05123698468545 37.24652430141087, 127.05236449850332 37.24652856913165, 127.05236983006952 37.24562719124749, 127.05124232967982 37.2456229236652))"
다사614174,1965.080877,1972.080715,2295.413693,4200.837576,1179.746845,1205.439409,1837.861856,983.918153,4130.749745,5183.689025,2191.775859,467.2244606,1037.918085,1234.914477,5546.932904,638.7375764,443.5363052,3025.926418,2042.934122,1119.906528,2130.553462,440.6625622,790.5128066,1020.96945,891.397625,1293.016147,422.1252084,1211.228194,889.6079576,1183.996083,1884.874768,"POLYGON ((127.06472050094594 37.254687213759865, 127.06471531478228 37.25558859176262, 127.06584296572444 37.255592732000416, 127.06584813845383 37.254691353863336, 127.06472050094594 37.254687213759865))"
다사598215,6141.339676,3979.357238,2435.051071,206.8502389,5325.813507,5065.855652,4126.70167,5282.03749,2046.726364,816.0602244,5926.353808,4799.364304,5162.586543,5067.885198,1219.001831,4454.406821,4281.808127,2331.337574,4569.715581,4953.442819,2295.976647,4772.803512,4912.289383,4975.196279,5119.732376,5262.819943,4378.979297,5331.042755,4947.546554,5124.702495,4079.364488,"POLYGON ((127.04645668981881 37.29157580633304, 127.04645127884154 37.29247717647065, 127.04757947733144 37.29248149427126, 127.04758487485009 37.291580123993626, 127.04645668981881 37.29157580633304))"
다사596236,8243.679326,6065.52135,4541.191709,2316.760142,7297.874647,7173.152676,5893.146782,7290.287689,3072.5194,1295.49793,8035.831916,6829.702209,7138.027744,7175.821306,911.9058074,6438.463928,6292.884606,3920.430525,6296.261231,6890.040196,4388.996509,6804.012805,6900.852927,6931.105457,7117.662558,7368.753091,6390.544012,7431.122013,6923.157917,7230.317223,5835.387155,"POLYGON ((127.0440860738418 37.310495876697374, 127.0440806308611 37.31139724364957, 127.045209111638 37.311401585912954, 127.04521454114747 37.31050021881993, 127.0440860738418 37.310495876697374))"
다사623179,2752.756757,2890.154741,2739.468436,4199.048202,1023.142463,2203.960657,865.9639376,1131.459827,3634.893456,5096.167872,3145.74612,927.7930303,880.0003244,2236.279761,5416.06599,408.192558,600.2910646,2532.48052,1013.189381,581.3393816,2340.804342,920.481624,717.6807229,642.2544221,938.7215914,2255.149772,608.1659563,2123.265697,685.7067107,2166.020202,924.9466391,"POLYGON ((127.07484391822697 37.25923098271207, 127.07483885184469 37.260132361220506, 127.0759665720185 37.26013640546272, 127.07597162496343 37.25923502682306, 127.07484391822697 37.25923098271207))"
다사619201,4711.67046,3556.857618,2321.754423,2389.023318,3259.935058,3829.665194,1704.975898,3334.058216,1406.598506,3082.242108,4834.950468,2972.600686,3113.500741,3849.009141,3338.367673,2475.909136,2421.548546,295.5676262,2109.587692,2808.469113,1690.4232,2952.210547,2917.302793,2879.172577,3144.371595,3972.411823,2510.530837,3936.615706,2909.50694,3842.994358,1646.191415,"POLYGON ((127.07022039798015 37.27904498250681, 127.07021527283176 37.27994635744693, 127.07134328787227 37.2799504475706, 127.07134839957016 37.279049072497806, 127.07022039798015 37.27904498250681))"
다사593190,3909.399917,1467.584604,526.5569817,2357.784142,3803.841747,2818.939539,3484.828658,3624.578788,3573.047263,3347.429222,3522.8858,3108.033758,3650.063182,2809.523657,3757.276151,3027.384644,2772.913948,2905.66834,3915.94573,3613.16128,1154.629953,3081.209483,3385.692729,3562.938148,3525.319703,3026.441115,2847.75508,3157.690718,3466.216765,2900.090397,3478.513695,"POLYGON ((127.04095264581612 37.2690197759907, 127.0409471736392 37.269921148879874, 127.0420750346338 37.26992551690284, 127.0420804933671 37.26902414387195, 127.04095264581612 37.2690197759907))"
다사603152,747.6209792,2495.325518,3896.871587,6116.056837,2746.632881,1334.070385,4225.522328,2440.918569,6494.258139,7137.998596,409.0457213,2434.82198,2756.669301,1319.100213,7535.640781,2962.403762,2872.843532,5419.605558,4313.451227,3098.912198,4092.711365,2441.019296,2731.428651,2956.871516,2582.69051,1184.658002,2812.57792,1252.83537,2819.133199,1313.804678,4281.775294,"POLYGON ((127.05243379035663 37.23481064585831, 127.05242846163746 37.23571202540079, 127.05355581459399 37.23571628072869, 127.05356112989215 37.234814901048125, 127.05243379035663 37.23481064585831))"
다사608174,1932.30769,1373.999785,1932.459528,4015.634229,1740.47772,922.9055019,2318.603424,1497.608221,4237.7937,5025.830558,1919.926094,1018.327033,1611.921751,938.6360384,5407.797308,1218.594923,982.4423524,3171.214703,2580.786305,1719.906151,1928.572785,995.836391,1379.096524,1618.012184,1446.258292,1089.353398,994.363147,1117.141259,1481.993414,952.2472524,2356.120659,"POLYGON ((127.05795468076724 37.25466214762685, 127.05794941399816 37.25556352481628, 127.05907706354621 37.2555677294882, 127.0590823168811 37.254666352162346, 127.05795468076724 37.25466214762685))"
다사593185,3465.411423,970.5418279,770.3754845,2847.268897,3550.802346,2386.263796,3467.676824,3341.190819,3940.023864,3843.521765,3040.680415,2835.406483,3405.069903,2373.531734,4253.032971,2835.689106,2573.502817,3175.737419,3873.180622,3415.484089,1368.594935,2809.747883,3147.611496,3348.317667,3262.798526,2592.978029,2636.735319,2740.187866,3237.083074,2472.55618,3471.259715,"POLYGON ((127.04098000304711 37.26451290947093, 127.04097453208801 37.265414283051406, 127.04210232587053 37.26541865036588, 127.04210778338899 37.264517276643716, 127.04098000304711 37.26451290947093))"
다사586221,7043.862678,4638.241839,3272.188163,1472.504897,6488.347386,5948.869989,5421.750468,6406.592917,3301.275511,1178.162487,6701.517399,5902.704501,6324.137374,5944.19498,1377.849279,5618.777318,5420.001223,3673.045151,5872.139294,6151.250413,3348.159461,5875.363547,6064.433764,6157.104235,6258.63096,6154.35345,5514.674227,6258.031247,6112.069326,6021.215927,5378.202044,"POLYGON ((127.0328850498017 37.29693136418885, 127.03287947583304 37.29783273178879, 127.03400775215633 37.29783717949298, 127.0340133126629 37.296935811748796, 127.0328850498017 37.29693136418885))"
다사603234,7955.180766,5926.881423,4361.940487,2156.189436,6862.328523,6909.570387,5370.065502,6881.776844,2446.515781,1213.608852,7816.650525,6444.292643,6706.182865,6915.718864,827.9926856,6019.56066,5896.163531,3385.797987,5752.881753,6435.555587,4113.768133,6419.645705,6480.51779,6488.148668,6702.418373,7097.719658,5993.146451,7139.997383,6493.383875,6958.709201,5309.168866,"POLYGON ((127.05199604668638 37.30872330931521, 127.05199069848057 37.30962467752233, 127.05311915399498 37.30962894418508, 127.05312448873072 37.30872757583959, 127.05199604668638 37.30872330931521))"
다사603160,868.3490551,1766.856443,3104.162564,5318.443376,2340.463456,582.5557732,3605.82659,2018.083989,5720.152437,6340.297986,432.9713788,1864.688892,2306.710994,558.4094374,6737.07462,2351.652757,2217.025405,4658.372665,3754.327335,2604.314465,3292.815677,1863.706394,2214.856262,2464.24786,2116.054014,506.8280698,2172.207989,682.3255261,2315.424102,597.8543652,3656.557191,"POLYGON ((127.05239115396131 37.242021678328875, 127.0523858233443 37.242923056765825, 127.05351328369038 37.2429273131986, 127.05351860088162 37.24202593462353, 127.05239115396131 37.242021678328875))"
다사612165,1042.866584,2050.144822,2913.591278,4988.811788,1322.953691,600.9547738,2644.157388,1001.093519,5048.458786,5993.088599,1377.212788,858.4787194,1278.85184,636.5308013,6369.530553,1380.698311,1302.400967,3946.529366,2750.522072,1575.956764,2898.30445,862.5104912,1188.765603,1435.287534,1087.06605,536.7502692,1235.955142,352.374885,1287.400695,514.4351545,2700.112901,"POLYGON ((127.06251213347215 37.24656649552138, 127.06250692252797 37.24746787449803, 127.0636344521211 37.24747203499874, 127.06363964963639 37.24657065588708, 127.06251213347215 37.24656649552138))"
다사623185,3293.383419,3024.354311,2542.581986,3730.166249,1618.499063,2626.698402,482.1683192,1728.734023,3040.294463,4585.799629,3610.153759,1464.48396,1479.207029,2655.593195,4889.565907,924.5702055,989.5504836,1944.75381,875.0836994,1159.628519,2042.302843,1451.133858,1311.912479,1237.718453,1535.945612,2710.752226,1047.935073,2608.183034,1285.626672,2605.289918,505.4870484,"POLYGON ((127.07481351655008 37.2646392516904, 127.07480844881447 37.26554062936989, 127.07593624962502 37.265544674399436, 127.07594130391968 37.26464329658872, 127.07481351655008 37.2646392516904))"
다사612180,2531.234558,1826.261811,1742.680253,3569.512139,1682.206883,1616.855567,1686.971093,1555.893752,3565.405836,4550.992232,2624.549985,1046.225787,1522.304696,1637.394925,4914.66902,880.1535812,625.4769308,2478.799664,2015.251384,1465.74719,1509.002408,1018.823528,1255.429791,1416.512939,1422.799023,1758.4406,704.3870195,1734.327199,1327.337339,1628.555722,1714.17863,"POLYGON ((127.06243394494919 37.26008716566231, 127.06242873052453 37.26098854256623, 127.06355646162247 37.260992705092356, 127.06356166260927 37.260091328053385, 127.06243394494919 37.26008716566231))"
다사604167,1358.937328,1280.329885,2436.432689,4632.480182,2073.065814,282.7586454,3053.394995,1763.84569,5019.780079,5653.404649,1136.693007,1447.902435,1993.634646,264.8722208,6047.305027,1847.049104,1663.440977,3967.156919,3261.005379,2220.576069,2590.515433,1437.582634,1832.40772,2091.376979,1801.017278,484.9790188,1640.422601,660.8636831,1940.281741,378.2277861,3097.614634,"POLYGON ((127.05348137557228 37.248335581746936, 127.05347605672404 37.249236959354626, 127.0546036113041 37.24924120601783, 127.05460891672239 37.248339828272336, 127.05348137557228 37.248335581746936))"
다사594187,3595.801147,1161.859818,558.9574311,2632.703764,3559.407525,2506.996392,3365.878681,3366.065209,3723.080262,3633.731579,3207.446776,2853.227547,3409.115844,2496.91383,4042.714685,2810.852749,2551.6624,2977.91437,3782.853174,3395.143629,1176.193489,2826.857152,3147.458781,3336.411423,3275.999678,2714.482347,2621.049623,2849.523115,3232.433419,2589.310816,3365.472604,"POLYGON ((127.0420968681091 37.266320023949795, 127.04209141010475 37.26722139739544, 127.04321923101324 37.26722575424987, 127.04322467557579 37.26632438066288, 127.0420968681091 37.266320023949795))"
다사608212,5727.299248,3909.111826,2348.262693,972.2337337,4621.275772,4706.529778,3235.027882,4629.099461,1089.924432,1526.45015,5650.065317,4187.459079,4462.936519,4715.771839,1801.81973,3769.616602,3640.195412,1325.722218,3657.217586,4207.225815,1949.223427,4162.761327,4231.618122,4251.379974,4451.770945,4886.92821,3737.340659,4913.788464,4248.852687,4748.380128,3180.824365,"POLYGON ((127.05775437863393 37.28891438366217, 127.05774910294816 37.28981575559924, 127.05887726343954 37.28981996545765, 127.05888252566832 37.28891859338405, 127.05775437863393 37.28891438366217))"
다사629182,3324.313912,3530.211852,3198.521437,4359.598472,1380.951497,2862.015734,452.0060147,1603.413162,3470.363445,5179.112717,3780.68011,1547.699452,1292.871429,2895.142196,5464.092967,1070.067825,1269.889395,2430.780858,347.2587067,921.2855645,2712.26044,1546.072311,1245.953763,1052.58779,1426.323225,2900.594749,1278.575908,2754.236312,1169.581108,2818.860095,517.9528439,"POLYGON ((127.08159520406785 37.26195922372754, 127.08159021764402 37.262860602603624, 127.08271797947432 37.26286458278805, 127.08272295245891 37.261963203782834, 127.08159520406785 37.26195922372754))"
다사612162,751.0441599,2217.448408,3181.169849,5278.069707,1440.380737,671.5232921,2891.560256,1121.99713,5346.242809,6284.794237,1199.507096,1098.124644,1428.105378,700.2894078,6662.936333,1634.953208,1580.400644,4242.833474,2967.593576,1758.151766,3188.290548,1107.032741,1385.99724,1615.91196,1246.433499,517.4073362,1508.072438,296.3707458,1475.441826,572.3158919,2949.824231,"POLYGON ((127.06252776491303 37.243862357762396, 127.06252255466465 37.24476373715356, 127.06365004397294 37.24476789724927, 127.0636552407942 37.243866517723106, 127.06252776491303 37.243862357762396))"
다사600202,4827.094571,2721.58474,1148.313576,1108.950777,4127.383961,3750.091087,3179.469379,4049.448981,2261.52041,2129.280617,4617.441901,3550.151676,3963.176136,3752.091759,2524.7853,3258.221677,3059.615072,1860.301252,3639.057286,3796.268319,1001.981622,3522.988749,3703.539058,3798.19408,3898.910865,3947.324996,3154.62638,4018.248801,3751.254402,3809.317603,3146.334647,"POLYGON ((127.04878303109469 37.27986660289364, 127.04877765014966 37.28076797510842, 127.04990567420367 37.28077226959136, 127.04991104169783 37.279870897237274, 127.04878303109469 37.27986660289364))"
다사600190,3660.722146,1567.489211,189.7129297,2302.809068,3244.58047,2572.242024,2789.493056,3101.425505,3112.878713,3324.754861,3418.075876,2583.252342,3084.947404,2571.611622,3723.411337,2424.25862,2181.962987,2315.367415,3225.17158,3005.915229,508.0657375,2555.755469,2818.074691,2970.657422,2980.450729,2773.782743,2265.502919,2862.699799,2888.609619,2637.530315,2781.523158,"POLYGON ((127.04884758375476 37.269050125532665, 127.04884220568339 37.269951499406446, 127.04997006836639 37.26995579221796, 127.04997543299409 37.26905441820491, 127.04884758375476 37.269050125532665))"
다사592161,1899.099389,1458.454319,3031.688367,5236.249063,3359.140755,1455.753598,4372.758114,3039.132564,6020.203948,6242.037431,1096.85069,2780.991435,3299.543079,1419.508445,6650.670844,3187.691525,2994.850923,5045.242685,4599.207354,3551.896557,3415.174488,2772.575823,3160.646265,3419.004605,3105.463311,1512.070012,2977.892096,1728.661037,3267.39608,1530.048294,4413.200938,"POLYGON ((127.0399837753294 37.2428755275573, 127.03997829678565 37.2437769043137, 127.04110576791501 37.24378127896297, 127.04111123303252 37.24287990206461, 127.0399837753294 37.2428755275573))"
다사593173,2488.420035,273.9599123,1842.267083,4032.765424,3191.131157,1526.633826,3712.161573,2909.892596,4917.563839,5037.45129,1921.280886,2488.42507,3080.219562,1500.585418,5446.158027,2717.584911,2470.981067,4008.568604,4030.339792,3220.639831,2282.612633,2469.460068,2866.342022,3113.338133,2900.09488,1708.549646,2493.255282,1908.001028,2972.2009,1625.518415,3737.67418,"POLYGON ((127.04104563556416 37.25369641572136, 127.04104016752666 37.254597790960865, 127.04216780006118 37.25460215657532, 127.04217325466523 37.25370078119416, 127.04104563556416 37.25369641572136))"
다사624168,1930.790852,3058.265624,3433.461982,5179.124585,110.5239319,1826.316095,1867.368712,239.6825044,4739.344089,6117.21603,2539.992936,701.5211384,225.4401504,1862.608798,6454.218386,920.3417562,1104.225904,3634.450866,1792.148402,574.3071593,3183.755086,727.1414769,461.2654072,468.1661316,277.672501,1772.092645,1010.530728,1568.457706,435.3025738,1747.371369,1934.961092,"POLYGON ((127.07602719251516 37.249319852668975, 127.07602214204378 37.250221232828245, 127.07714971466433 37.250225264890254, 127.07715475170491 37.24932388460016, 127.07602719251516 37.249319852668975))"
다사603150,842.8026851,2683.843987,4095.510486,6315.566586,2874.14347,1529.702367,4389.584848,2574.79927,6688.748212,7337.512353,602.0251357,2596.407913,2892.914772,1515.661187,7735.338462,3128.478873,3047.60392,5611.612886,4464.721304,3241.698678,4292.709109,2603.847393,2880.90849,3100.142709,2723.709675,1374.846163,2984.75693,1430.299273,2965.509318,1506.120305,4446.858416,"POLYGON ((127.0524444470834 37.23300788635878, 127.0524391188386 37.23390926617763, 127.05356644495372 37.23391352122935, 127.05357175977872 37.233012141272404, 127.0524444470834 37.23300788635878))"
다사606219,6436.346474,4515.94725,2939.937676,976.8281062,5347.012921,5402.510605,3921.929636,5357.257767,1307.547024,938.9395925,6329.671425,4915.211732,5189.19733,5410.234171,1123.371655,4497.28977,4368.395789,1959.953411,4330.549917,4929.197913,2617.910957,4890.43636,4959.134308,4975.857609,5179.630562,5586.911461,4465.567035,5621.631348,4975.389273,5448.025949,3864.909277,"POLYGON ((127.05546096211516 37.29521553070002, 127.05545565786288 37.296116901395166, 127.0565839120992 37.296121133718856, 127.0565892028904 37.29521976288644, 127.05546096211516 37.29521553070002))"
다사610176,2122.659124,1568.199978,1881.217457,3877.240793,1627.085311,1171.589913,2043.799412,1423.756625,3997.124157,4877.376055,2178.132058,912.0244473,1483.990524,1191.286503,5251.992491,997.5496987,745.0158543,2918.74542,2320.408688,1537.996701,1787.815965,886.0475256,1232.06431,1451.084122,1338.53401,1319.964996,775.2811164,1313.597796,1327.381784,1187.499033,2079.625645,"POLYGON ((127.06019947319423 37.25647330074486, 127.06019423282707 37.25737467793041, 127.06132190971248 37.25737886139578, 127.0613271366442 37.256477484074495, 127.06019947319423 37.25647330074486))"
다사600157,1018.492189,1925.049015,3371.950474,5600.483337,2737.088139,999.5831377,4030.048388,2416.067536,6093.773556,6621.610904,203.3431644,2286.036785,2712.214838,972.4864875,7022.857879,2775.998897,2640.36264,5044.583297,4177.357102,3018.694477,3615.022738,2285.697666,2631.078295,2877.862503,2523.641641,929.8105234,2596.368671,1091.038255,2730.170234,1021.49842,4080.588059,"POLYGON ((127.049024925875 37.239304710151785, 127.04901955569787 37.24020608858688, 127.05014697505484 37.240210376804406, 127.05015233180804 37.23930899823014, 127.049024925875 37.239304710151785))"
다사606189,3445.720862,1793.074475,795.6089696,2516.632313,2741.69299,2401.367452,2181.392853,2636.008843,2888.74876,3518.289281,3341.74381,2128.302773,2578.649146,2409.242301,3896.337697,1890.633863,1666.885146,1946.347648,2616.767525,2460.284454,430.3575376,2100.901155,2313.589659,2439.631467,2495.766204,2586.725521,1757.75631,2630.757254,2373.017775,2447.75003,2174.275776,"POLYGON ((127.05561997993402 37.26817434556104, 127.05561468276079 37.26907572040341, 127.05674253342393 37.2690799486105, 127.05674781715403 37.26817857363098, 127.05561997993402 37.26817434556104))"
다사599181,2841.873856,729.7922735,969.4720048,3197.779287,2835.636303,1747.213941,2913.77854,2620.785315,3923.338639,4218.663099,2527.927438,2117.420534,2692.512323,1740.32094,4620.42341,2150.328108,1886.914373,3009.611212,3287.411717,2721.953392,1297.583964,2092.067804,2438.237608,2647.246899,2545.990616,1954.223879,1942.89523,2077.666686,2530.602761,1824.80635,2927.399616,"POLYGON ((127.04776824759192 37.26093345228794, 127.04776285823641 37.261834827266256, 127.04889059970844 37.26183912956588, 127.04889597562565 37.26093775444799, 127.04776824759192 37.26093345228794))"
다사597211,5770.95719,3572.242548,2038.466717,236.7679521,5037.562245,4689.305815,3936.489038,4976.123983,2184.659762,1216.513008,5534.621479,4483.605529,4873.569599,4690.092129,1624.04545,4165.422611,3979.660667,2264.457433,4388.501306,4683.769914,1948.184503,4456.667323,4618.192364,4696.507642,4819.840766,4888.395174,4075.945739,4964.09597,4659.640783,4750.90734,3893.921255,"POLYGON ((127.04535020035736 37.28796599654796, 127.04534477688729 37.28886736709828, 127.0464729213054 37.28887169509057, 127.04647833131922 37.287970324399865, 127.04535020035736 37.28796599654796))"
다사601215,6090.10689,4018.13085,2450.757108,336.32619,5182.18496,5027.229811,3916.637768,5154.806873,1746.613293,883.8838236,5915.237553,4683.378331,5020.086856,5031.394412,1248.009529,4314.246819,4154.410393,2072.298646,4352.969073,4795.219797,2234.035752,4657.293257,4775.098867,4824.341009,4987.244136,5220.091522,4252.017742,5276.270787,4804.710857,5081.298363,3866.706116,"POLYGON ((127.04984124563286 37.291588727056165, 127.04983587503153 37.29249009761284, 127.05096407424051 37.292494383153766, 127.05096943138314 37.291593012458094, 127.04984124563286 37.291588727056165))"
다사597218,6455.299544,4270.87645,2737.794555,521.5564748,5636.074869,5378.24318,4409.736897,5595.383474,2166.944767,518.1205289,6232.647509,5114.106311,5473.062251,5379.918384,927.7743012,4765.199312,4594.907064,2571.242842,4848.523,5259.824188,2611.98498,5087.593055,5223.813297,5283.62427,5432.180463,5575.788937,4692.172942,5645.570214,5257.895952,5437.810829,4360.743936,"POLYGON ((127.04531223099627 37.294275587496365, 127.04530680583589 37.29517695707872, 127.04643504446439 37.295181286053754, 127.04644045616435 37.294279916331, 127.04531223099627 37.294275587496365))"
다사609198,4324.50332,2695.872954,1304.502706,1838.183943,3304.337871,3315.388199,2201.066702,3276.442326,1950.590767,2762.889545,4277.123425,2812.048411,3141.786449,3326.363497,3109.034151,2435.104964,2276.836168,1119.116675,2659.752891,2927.909095,702.8609491,2786.432502,2895.633252,2950.358345,3107.833346,3491.25767,2374.509641,3511.890739,2926.456218,3353.247671,2165.55057,"POLYGON ((127.05895617227993 37.27629936983881, 127.0589509133297 37.27720074384766, 127.06007888571236 37.277204941047366, 127.06008413121403 37.27630356690236, 127.05895617227993 37.27629936983881))"
