grid,망포1동 행정복지센터,매탄3동 행정복지센터,매탄2동 행정복지센터,광교1동 행정복지센터,영통종합사회복지관,영통2동 행정복지센터,영통1동 행정복지센터,영통3동행정복지센터,광교2동 행정복지센터,광교종합사회복지관,망포2동 주민센터(행정복지센터),영통청소년문화의집(영통청소년청년센터),영통한국문화센터,영통2동문화센터,광교홍재도서관,수원시립영통도서관,수원체육문화센터,광교복합체육센터,영통체육문화센터,영통지구대,수원남부경찰서,영통2치안센터,영통공영주차장,영통우체국앞 노상공영주차장,영통동 동수원세무서앞 노상공영주차장,망포역 공영주차장,영통구보건소,경기남부근로자건강센터,수원여성인력개발센터(영통여성새로일하기센터),수원영통동우체국,수원황곡우체국,geometry
다사623205,5190.956615,4122.673172,2863.938622,2593.303603,3614.680681,4348.623143,1926.597614,3726.513287,1103.253757,3124.467515,5356.816724,3410.044376,3479.110614,4369.619459,3320.457263,2890.127844,2871.594932,463.4061139,2258.425457,3147.167424,2239.142422,3391.869359,3308.361653,3235.343715,3534.054991,4482.604257,2954.626827,4433.335585,3286.1767,4356.353424,1859.964959,"POLYGON ((127.07471211896296 37.28266677902774, 127.07470704671348 37.283568153943726, 127.07583511646871 37.28357220159857, 127.07584017526527 37.28267082655129, 127.07471211896296 37.28266677902774))"
다사603205,5071.450549,3086.267466,1512.101738,923.1709697,4209.926488,4013.159498,3093.829687,4163.578052,1844.61206,1894.604731,4916.192429,3681.947856,4046.434943,4018.251466,2268.088435,3337.989091,3163.383033,1554.152584,3548.163202,3844.951822,1216.661917,3655.475336,3794.901874,3862.481981,4001.560625,4204.255423,3260.534657,4257.180954,3831.622696,4065.333072,3052.981218,"POLYGON ((127.0521510411299 37.282583571159634, 127.05214569982427 37.28348494337653, 127.05327376494964 37.28348920602812, 127.05327909280258 37.282587833672956, 127.0521510411299 37.282583571159634))"
다사601170,1765.493288,857.4763714,2085.361641,4305.793281,2366.951449,707.1835072,3124.640647,2074.234199,4833.356551,5327.68675,1414.815818,1687.451546,2267.527851,688.1520059,5726.65869,1998.488903,1777.771082,3817.407042,3383.337527,2446.642799,2312.234452,1671.651179,2073.405245,2328.335558,2081.089513,907.5311974,1777.692577,1083.584936,2181.337629,802.0200024,3161.369439,"POLYGON ((127.05008267541484 37.2510269089157, 127.05007731556101 37.25192828569328, 127.05120490972244 37.251932564982575, 127.05121025614453 37.25103118806614, 127.05008267541484 37.2510269089157))"
다사600224,6995.459998,4895.683243,3340.031417,1117.142698,6037.576928,5933.065251,4675.712526,6025.9666,2052.240813,256.7149888,6817.276848,5564.319739,5877.121782,5937.148693,360.4703646,5175.890612,5028.001625,2731.797431,5092.834694,5635.032999,3139.590749,5538.623999,5638.154021,5672.86132,5854.142441,6125.969044,5125.671455,6181.371826,5662.037318,5987.170611,4620.58556,"POLYGON ((127.04866459495209 37.299696759679435, 127.0486592087345 37.300598128852286, 127.04978752885928 37.3006024264007, 127.04979290161283 37.299701057088505, 127.04866459495209 37.299696759679435))"
다사603210,5567.357543,3569.092728,1992.926916,553.1459994,4646.076316,4512.110436,3419.438345,4616.375895,1626.959145,1422.557114,5416.222046,4144.708889,4483.706613,4517.481741,1781.734642,3777.250855,3615.889166,1665.687667,3863.171514,4263.16624,1715.198985,4118.64012,4237.719417,4289.940909,4449.274208,4702.456911,3713.482124,4752.630622,4268.35015,4563.49095,3372.333912,"POLYGON ((127.05212433222373 37.28709043086158, 127.05211898972907 37.28799180238722, 127.05324712212693 37.287996065730184, 127.0532524511659 37.287094694066276, 127.05212433222373 37.28709043086158))"
다사608226,7127.189236,5244.145698,3668.194325,1624.229932,5949.267126,6106.080537,4430.129134,5981.851798,1514.833335,1080.785409,7043.574099,5558.643557,5795.190925,6114.948481,976.7258305,5117.005081,5006.29002,2446.53824,4809.852006,5515.23562,3333.845277,5534.708278,5575.716678,5572.630416,5799.541327,6287.215074,5102.449934,6314.009989,5583.919742,6148.611372,4368.700602,"POLYGON ((127.05768049765678 37.3015335782006, 127.05767521868194 37.302434948202155, 127.05880356763357 37.30243915997255, 127.05880883314308 37.3015377898344, 127.05768049765678 37.3015335782006))"
다사604240,8545.748166,6535.296123,4969.630615,2764.022998,7405.82812,7505.957814,5868.739015,7437.045331,2884.789162,1804.163031,8418.95027,7009.372088,7251.756113,7512.698638,1403.070052,6572.575439,6458.362947,3890.643147,6235.007795,6970.947349,4712.354642,6985.152879,7031.731924,7029.07253,7255.280202,7692.586356,6554.84071,7730.805508,7040.415741,7553.605402,5805.954303,"POLYGON ((127.05309247675356 37.31413578383822, 127.05308714059265 37.315037151353984, 127.05421567717771 37.31504140808499, 127.05422099986495 37.3141400404312, 127.05309247675356 37.31413578383822))"
다사628214,6193.580279,5124.412636,3784.951609,2970.085088,4523.864673,5373.982391,2770.453833,4668.191118,960.190098,3177.761943,6382.640385,4390.550543,4400.236527,5395.550538,3249.861438,3859.088666,3865.082162,1386.44943,3006.961751,4049.671241,3184.230686,4374.111045,4253.830163,4151.93347,4475.539325,5504.243228,3943.56457,5448.253733,4219.842912,5379.508918,2701.647207,"POLYGON ((127.08030734983546 37.290799284296206, 127.08030234284503 37.29170065862158, 127.081430534824 37.291704653692896, 127.08143552835607 37.29080327923795, 127.08030734983546 37.290799284296206))"
다사599179,2658.334495,589.9858955,1169.012724,3397.813838,2756.203173,1565.924141,2956.794746,2525.695552,4098.251344,4418.630816,2329.087793,2033.607778,2618.867527,1557.252964,4820.477968,2115.31784,1853.16497,3164.64038,3312.712455,2674.602369,1483.20781,2009.305516,2371.296766,2591.298127,2463.632851,1773.385068,1900.562044,1905.773963,2467.75165,1646.61777,2974.849945,"POLYGON ((127.04777902558324 37.25913070191659, 127.04777363670755 37.260032077171374, 127.04890135130356 37.260036379191845, 127.04890672674217 37.259135003797475, 127.04777902558324 37.25913070191659))"
다사602224,6969.845125,4922.85378,3356.637358,1164.018574,5958.709318,5916.198797,4560.254828,5957.101926,1874.242298,450.3469271,6815.24434,5503.495068,5799.418576,5921.494326,487.5371813,5102.01408,4962.292209,2600.439931,4970.684536,5548.453427,3119.297138,5478.158551,5564.424147,5590.694184,5782.588286,6106.466421,5059.843713,6154.842235,5584.80678,5967.49007,4503.701283,"POLYGON ((127.05092120851275 37.29970534374152, 127.05091584922329 37.300606713192764, 127.05204416982585 37.30061098922843, 127.05204951565123 37.29970961963851, 127.05092120851275 37.29970534374152))"
다사617175,2142.494634,2267.618905,2446.00716,4231.825092,977.3859711,1488.015778,1553.222418,857.6352828,4009.211163,5193.552987,2450.667461,378.1929372,820.0395686,1519.527841,5544.937726,322.9310507,189.010593,2896.130391,1734.003483,830.7439434,2202.548969,353.9378001,554.5370849,749.1683922,715.8672624,1552.952623,119.9187448,1441.906173,637.2984865,1455.606278,1604.233955,"POLYGON ((127.068098268299 37.25560098025889, 127.06809312220912 37.256502358525424, 127.0692207872752 37.25650646667937, 127.06922591993015 37.25560508827954, 127.068098268299 37.25560098025889))"
다사608232,7727.213526,5825.725834,4249.70388,2136.482824,6527.695325,6706.013638,4975.233625,6567.737611,1992.479052,1367.856445,7641.578445,6150.344424,6375.123422,6714.768815,1082.765574,5702.302769,5596.972955,2999.744997,5340.244338,6088.424761,3930.707512,6126.647019,6159.462016,6149.632067,6384.114436,6887.368744,5692.767617,6914.143657,6164.990646,6748.748901,4912.214234,"POLYGON ((127.05764882028225 37.30694179613599, 127.05764353989716 37.30784316530797, 127.0587719696534 37.30784737789798, 127.05877723656958 37.30694600858939, 127.05764882028225 37.30694179613599))"
다사598151,1252.589007,2467.374285,3967.546357,6198.302171,3210.558498,1612.312223,4611.690248,2897.74168,6726.414494,7217.533241,611.7188497,2838.640221,3208.176234,1588.323804,7621.108147,3349.609854,3232.914874,5676.464914,4731.065697,3537.884578,4236.317272,2841.59754,3159.924215,3395.697708,3027.561107,1511.048463,3182.129224,1632.761741,3253.063081,1620.331075,4664.795761,"POLYGON ((127.04680249183254 37.23388782996018, 127.0467970962487 37.23478920894518, 127.04792443459233 37.23479351778965, 127.04792981675584 37.23389213866483, 127.04680249183254 37.23388782996018))"
다사599173,2125.698439,524.3168495,1768.360906,3997.942422,2597.015678,1063.282449,3159.207353,2321.93268,4635.21998,5018.585787,1734.276147,1890.026282,2483.015717,1046.117495,5420.651169,2122.948789,1880.401599,3656.074692,3457.657384,2620.547075,2056.408198,1870.657008,2266.61682,2513.149799,2304.801281,1266.084951,1898.52175,1434.63122,2372.279108,1155.859546,3189.089182,"POLYGON ((127.04781135380064 37.25372244748503, 127.04780596636397 37.25462382356919, 127.04893360034637 37.254628124752244, 127.0489389743495 37.25372674852853, 127.04781135380064 37.25372244748503))"
다사591208,5650.853864,3279.195494,1879.12277,885.1989331,5159.303943,4556.039632,4259.47433,5056.942675,2836.08301,1652.03973,5323.139279,4546.398487,4995.613651,4551.665934,2053.435058,4298.129308,4084.975493,2781.030108,4718.738905,4850.616436,2005.002787,4518.896429,4732.014157,4843.895637,4917.240818,4761.329303,4177.324296,4864.800704,4787.078216,4628.000743,4225.099466,"POLYGON ((127.03859793082864 37.28523569372395, 127.03859242735646 37.28613706383958, 127.03972052995026 37.28614145591524, 127.03972601996806 37.28524008565715, 127.03859793082864 37.28523569372395))"
다사606200,4540.672303,2724.402422,1215.931743,1506.471616,3626.609254,3501.786596,2561.639766,3582.255989,1954.576847,2463.99925,4435.245791,3104.127814,3463.123608,3509.575944,2825.959164,2754.688852,2581.701319,1310.023339,3020.178324,3263.566529,733.9208811,3077.84615,3211.834883,3279.670088,3419.135075,3686.612739,2678.997012,3725.493726,3248.305408,3547.680826,2525.77951,"POLYGON ((127.05556169805696 37.27808946122449, 127.0555563982892 37.278990834546335, 127.05668439686661 37.27899506426251, 127.05668968318462 37.27809369080346, 127.05556169805696 37.27808946122449))"
다사617213,5866.77359,4392.717418,2919.498244,1867.841047,4476.919416,4926.911555,2874.46855,4547.732108,251.7552314,2191.946506,5916.375341,4171.504355,4330.42396,4942.370873,2347.162966,3686.449811,3616.924956,921.4564044,3237.613047,4024.102562,2385.766338,4150.031163,4131.9234,4096.109876,4358.860381,5086.023805,3708.629089,5073.165281,4125.916732,4951.739848,2810.781249,"POLYGON ((127.06790255575375 37.28985325724347, 127.06789740095148 37.29075463025869, 127.06902557698731 37.29075874348004, 127.06903071833193 37.289857370331404, 127.06790255575375 37.28985325724347))"
다사594215,6231.516697,3962.580186,2471.309592,478.7785912,5536.861303,5144.211446,4422.974017,5472.718446,2446.877392,890.1903404,5964.678906,4978.011345,5372.821953,5143.447023,1292.57959,4664.82995,4477.398805,2690.036845,4872.486719,5183.958439,2434.305976,4950.982689,5116.915377,5196.525059,5317.638503,5345.531849,4573.482825,5429.076721,5159.04285,5208.976081,4378.868729,"POLYGON ((127.04194395210853 37.2915584281621, 127.04193848729679 37.29245979773603, 127.04306668481955 37.292464158549485, 127.04307213617267 37.291562788834106, 127.04194395210853 37.2915584281621))"
다사593218,6547.26651,4264.645729,2784.506523,733.8417985,5842.768434,5459.448426,4696.687326,5782.655342,2563.948203,689.1983707,6275.482393,5289.692066,5678.85427,5458.49505,1060.953693,4970.521349,4786.068309,2914.191729,5142.670647,5484.764297,2748.974817,5262.721624,5424.068667,5499.821783,5626.2122,5660.999798,4882.400235,5745.204927,5464.708192,5524.554483,4650.744485,"POLYGON ((127.0407993327451 37.29425816461881, 127.04079385374312 37.295159533636074, 127.04192209140194 37.295163905628094, 127.04192755694352 37.294262536469034, 127.0407993327451 37.29425816461881))"
다사600178,2526.484923,623.8683768,1278.886011,3501.182503,2627.071631,1432.434501,2887.164207,2392.037063,4140.984226,4522.869127,2219.889226,1903.944693,2491.833557,1424.911825,4922.929482,2005.055808,1744.384546,3184.859332,3231.551683,2557.6549,1547.413199,1880.031717,2247.017227,2470.937369,2333.852021,1639.683128,1787.606311,1768.041697,2344.870956,1511.431664,2908.009649,"POLYGON ((127.04891210194153 37.258233628264875, 127.04890672674217 37.259135003797475, 127.05003442814039 37.25913929493803, 127.05003978990321 37.25823791926621, 127.04891210194153 37.258233628264875))"
다사607240,8530.149179,6586.385124,5013.406511,2840.849851,7327.84575,7503.987732,5754.368907,7371.705307,2746.607563,1931.469791,8432.518845,6956.415285,7176.15639,7512.149712,1549.336071,6506.152034,6402.810145,3789.019385,6107.506918,6885.631789,4720.802093,6932.775023,6962.507989,6949.08843,7187.511184,7686.888181,6498.49313,7716.518231,6966.689651,7548.129243,5690.306317,"POLYGON ((127.05647804679798 37.3141485213322, 127.05647275105817 37.31504988926102, 127.05760128835236 37.31505411370603, 127.05760657061843 37.314152745640236, 127.05647804679798 37.3141485213322))"
다사597226,7241.13455,5069.86667,3537.480991,1311.391536,6345.642406,6168.725027,5016.053346,6323.840069,2410.075403,291.2757429,7030.93712,5854.130502,6184.186296,6171.171565,176.3429299,5479.928442,5323.832895,3083.449195,5437.403477,5950.883053,3388.636356,5828.077148,5941.478691,5984.494484,6155.000954,6364.819284,5421.478973,6429.345153,5968.852955,6226.489855,4961.951611,"POLYGON ((127.04526882295 37.3014865402831, 127.04526339585713 37.30238790875914, 127.0463917421906 37.30239223885752, 127.04639715581824 37.30149087024106, 127.04526882295 37.3014865402831))"
다사614212,5738.440837,4157.209402,2654.969474,1570.651998,4440.578801,4769.985791,2909.849247,4489.30254,540.484694,1985.370457,5748.13184,4088.536622,4289.148451,4783.564834,2184.200577,3623.952081,3533.066817,925.8307934,3299.752435,3999.608842,2149.264312,4065.843648,4077.941186,4061.853721,4303.626531,4936.322553,3627.279178,4936.030732,4080.17843,4800.228975,2849.402491,"POLYGON ((127.0645232643423 37.28893948071475, 127.06451806939839 37.289840853465876, 127.06564623128637 37.2898449988107, 127.06565141277324 37.288943625925135, 127.0645232643423 37.28893948071475))"
다사634221,7048.213876,6046.692621,4692.838271,3658.037713,5295.128776,6264.114093,3528.347533,5466.806341,1664.699112,3649.728713,7272.68392,5227.982169,5183.240603,6286.867098,3623.696234,4689.791172,4718.9033,2308.148948,3691.388292,4821.429946,4099.805509,5213.372232,5059.722076,4934.030344,5275.726401,6387.2614,4792.334715,6320.992941,5015.733024,6265.385282,3460.633499,"POLYGON ((127.08704193599507 37.29713271543728, 127.0870370082196 37.29803408956771, 127.08816529574918 37.29803802101292, 127.08817021006202 37.297136646754986, 127.08704193599507 37.29713271543728))"
다사592171,2419.083921,497.5219234,2062.870216,4244.932021,3271.479185,1523.245419,3880.235694,2980.113844,5140.557983,5246.428246,1797.160163,2582.89063,3168.694571,1493.744481,5655.601123,2847.094911,2607.321457,4226.86617,4185.168018,3330.389575,2506.069073,2565.58707,2966.0277,3217.593328,2984.069888,1689.587058,2622.829763,1899.936181,3073.190789,1622.268633,3908.182269,"POLYGON ((127.03992897891634 37.25188928890061, 127.03992349793337 37.25279066427461, 127.04105110335826 37.252795040343614, 127.04105657090895 37.25189366482762, 127.03992897891634 37.25188928890061))"
다사591207,5556.705748,3179.693169,1787.188177,944.8977985,5083.887219,4461.699211,4209.390308,4977.70643,2862.601296,1744.249571,5225.180414,4466.023477,4920.381974,4457.062317,2147.213178,4224.787061,4009.176106,2768.086616,4669.00107,4780.198136,1930.72739,4438.500476,4656.239006,4771.410752,4839.684643,4667.203693,4101.00797,4772.159397,4712.602526,4534.169004,4176.251625,"POLYGON ((127.03860343405583 37.28433432347004, 127.03859793082864 37.28523569372395, 127.03972601996806 37.28524008565715, 127.03973150974146 37.284338715260795, 127.03860343405583 37.28433432347004))"
다사616177,2303.973756,2173.215415,2242.827539,4008.137866,1184.130513,1563.458428,1490.903866,1080.354726,3814.418437,4970.613033,2552.457514,597.646934,1023.189952,1592.203017,5322.912521,403.6308029,140.7923399,2703.744883,1727.441224,979.5116845,1981.966071,572.2089317,756.3680861,920.1820941,933.2848414,1653.688737,204.8780776,1567.514346,827.191675,1544.228148,1535.053128,"POLYGON ((127.06696029761771 37.257399617626795, 127.06695513763357 37.25830099548335, 127.06808282934216 37.25830511464398, 127.06808797589018 37.257403736653785, 127.06696029761771 37.257399617626795))"
다사621180,2754.905079,2706.996645,2515.845189,4001.843059,1168.06931,2122.963617,916.1588196,1224.523833,3515.560776,4911.188424,3091.224671,925.9092569,1013.232897,2153.551625,5237.462478,387.2262971,478.8261822,2405.128425,1149.641145,763.7673199,2120.764328,912.4132125,807.0717903,796.1704486,1034.167924,2193.324309,520.6385245,2080.204955,803.2602661,2094.172805,965.0568759,"POLYGON ((127.07258341217424 37.260124240513576, 127.0725783186905 37.261025618620394, 127.07370605185064 37.26102968447619, 127.07371113189639 37.26012830623747, 127.07258341217424 37.260124240513576))"
다사604182,2786.887462,1171.255853,1041.434406,3148.573129,2444.927996,1712.741443,2403.744124,2265.000182,3608.856114,4166.037933,2623.751453,1747.707587,2292.811901,1716.538216,4555.592145,1697.171712,1436.129489,2628.336536,2780.374782,2279.515693,1090.023709,1720.807534,2030.053296,2218.281904,2164.893813,1907.792517,1503.33662,1980.131005,2114.136995,1769.480696,2417.328467,"POLYGON ((127.05340156798366 37.26185623135055, 127.05339624558282 37.26275760688509, 127.05452400168436 37.2627618556156, 127.05452931064623 37.261860479943216, 127.05340156798366 37.26185623135055))"
다사590236,8366.129639,6078.729036,4609.721561,2450.981582,7553.677795,7281.099103,6236.103788,7522.276489,3535.226419,1492.754028,8100.520836,7044.511364,7391.486509,7280.800074,1212.039959,6685.239391,6521.540168,4293.225813,6655.178968,7165.065077,4539.27975,7018.099024,7145.654935,7195.653154,7356.616649,7481.639867,6619.006073,7560.695571,7176.115539,7344.65991,6181.579186,"POLYGON ((127.03731527511715 37.31046959799848, 127.0373097513095 37.311370964098494, 127.03843823062344 37.31137537092492, 127.03844374095996 37.31047400468201, 127.03731527511715 37.31046959799848))"
다사594203,5080.302642,2762.186189,1304.747682,1086.283567,4585.461881,3986.701268,3756.669443,4477.61933,2727.703644,2047.003132,4776.766668,3965.833822,4422.100716,3983.424518,2457.160234,3728.174311,3510.618567,2452.371134,4216.365721,4286.597834,1434.446074,3938.310695,4157.618352,4275.514362,4340.101855,4191.042414,3602.111271,4289.665465,4214.914317,4056.689154,3726.870107,"POLYGON ((127.04200951087694 37.28074198248842, 127.04200404898377 37.28164335372178, 127.04313208504294 37.28164771283819, 127.04313753348471 37.280746341463434, 127.04200951087694 37.28074198248842))"
다사603148,970.4414427,2873.92563,4294.28283,6515.111072,3009.56314,1726.353334,4556.526359,2716.829067,6883.558495,7537.055925,798.5055116,2763.036569,3036.238992,1713.036266,7935.055208,3298.330659,3225.307799,5804.165315,4619.704785,3390.283902,4492.713836,2771.557025,3036.21904,3249.421729,2871.752009,1567.498111,3160.223783,1613.064333,3117.85826,1700.227919,4614.711367,"POLYGON ((127.05245510286157 37.23120512630653, 127.05244977509108 37.232106506401735, 127.05357707436715 37.23211076117729, 127.05358238871902 37.23120938094398, 127.05245510286157 37.23120512630653))"
다사592219,6670.159407,4368.842777,2902.62502,875.2713531,5981.120912,5580.908453,4838.02702,5919.215575,2676.277594,695.4600208,6388.985218,5425.136952,5817.158442,5579.475199,1033.495722,5108.925273,4923.261815,3050.385197,5283.835214,5624.522461,2881.49181,5398.123923,5561.941814,5638.975818,5763.471089,5783.07571,5019.47665,5869.761056,5603.135552,5646.976084,4792.009182,"POLYGON ((127.03966561632822 37.295155150889826, 127.03966012362139 37.29605651962663, 127.04078837449724 37.29606090251502, 127.04079385374312 37.295159533636074, 127.03966561632822 37.295155150889826))"
다사596158,1430.865436,1747.675372,3274.770833,5502.881624,3065.261281,1220.265888,4247.068728,2742.68881,6133.529156,6519.060119,607.8706468,2556.591505,3025.912331,1186.887696,6924.629889,3014.843078,2852.610474,5114.676629,4428.902879,3311.593693,3585.271042,2552.694975,2919.81641,3173.2434,2833.76432,1211.849407,2820.161117,1406.104593,3022.904798,1270.096376,4293.48095,"POLYGON ((127.04450988066631 37.24018882838671, 127.04450445655202 37.241090206123495, 127.04563188837375 37.24109453741359, 127.04563729906354 37.24019315953625, 127.04450988066631 37.24018882838671))"
다사615161,802.2314133,2519.093347,3408.938221,5458.841732,1246.705677,985.7411177,2829.963184,947.2158715,5418.150208,6456.660132,1426.608412,1069.099956,1266.410486,1015.356841,6827.998759,1606.332794,1603.34554,4307.022733,2857.807775,1622.277933,3369.513143,1085.101766,1281.370422,1482.306112,1104.158594,832.861487,1519.22448,612.7023009,1355.654377,886.6756019,2891.819135,"POLYGON ((127.06591536298696 37.24297342550777, 127.06591019324999 37.24387480544103, 127.06703766982334 37.24387893319823, 127.0670428261338 37.24297755313102, 127.06591536298696 37.24297342550777))"
다사604177,2300.655732,980.09927,1483.715325,3641.691737,2217.491215,1217.34353,2541.524896,1989.175531,4072.048298,4660.886409,2125.956401,1494.906935,2080.657448,1219.565647,5052.246882,1599.086081,1340.500766,3057.967461,2863.213645,2146.485171,1590.170924,1470.584481,1834.739348,2058.66147,1924.92842,1415.792586,1379.599394,1503.04522,1932.41629,1278.545639,2567.815155,"POLYGON ((127.05342817643425 37.25734935160462, 127.0534228552179 37.25825072783022, 127.05455054413065 37.25825497587156, 127.05455585191105 37.25735359950811, 127.05342817643425 37.25734935160462))"
다사605222,6742.51132,4783.193865,3207.700225,1124.04995,5663.184736,5703.489307,4228.203882,5673.506027,1515.355318,751.1076666,6623.369934,5230.636234,5505.446683,5710.583021,846.6546015,4813.633027,4684.253947,2257.794141,4632.450839,5244.636344,2912.812486,5205.80262,5275.482441,5291.817262,5495.958638,5889.464452,4781.462056,5927.499356,5291.674113,5750.500932,4170.426827,"POLYGON ((127.05431676772565 37.29791539901713, 127.054311449302 37.298816769159885, 127.05543974368915 37.298821012651096, 127.05544504864989 37.297919642370715, 127.05431676772565 37.29791539901713))"
다사608223,6827.190575,4955.02381,3379.894752,1394.672201,5661.755224,5806.136899,4163.267686,5690.03023,1314.267802,1042.514111,6744.720107,5263.51738,5506.856072,5815.069916,1055.937993,4825.731996,4711.853424,2179.287776,4551.166468,5230.916196,3035.91198,5239.446336,5285.228927,5286.069778,5508.517688,5987.143882,4808.211475,6013.950274,5294.987346,5848.549627,4102.87698,"POLYGON ((127.05769633317134 37.29882946736639, 127.05769105490145 37.29973083778271, 127.05881936345885 37.299735049143344, 127.05882462826516 37.29883367859043, 127.05769633317134 37.29882946736639))"
다사601206,5201.196533,3133.829773,1559.566989,745.6524681,4400.233013,4132.309902,3313.946592,4344.610859,1967.313238,1749.109531,5014.967809,3856.715272,4236.375858,4135.720771,2135.996345,3527.959676,3346.180326,1762.834226,3769.030404,4043.518804,1348.907174,3829.975985,3982.283781,4057.236542,4185.904539,4326.862424,3442.860754,4389.030503,4022.110201,4188.299553,3273.760735,"POLYGON ((127.04988957028745 37.28347638582406, 127.04988420183744 37.284377757625116, 127.05101227993995 37.284382041915194, 127.05101763493666 37.283480669975184, 127.04988957028745 37.28347638582406))"
다사611199,4424.806576,2890.902218,1526.475895,1885.930644,3305.324735,3438.432076,2093.470847,3299.258333,1770.568656,2763.591004,4413.559975,2852.880548,3144.781061,3451.296405,3091.934089,2444.517153,2306.771014,896.634571,2547.956984,2909.073632,916.2215308,2828.134317,2906.932617,2942.14518,3124.550374,3608.034898,2404.103287,3616.492246,2929.705634,3471.142754,2052.716687,"POLYGON ((127.0612068583285 37.277209127499674, 127.06120162604252 37.27811050164229, 127.0623296123408 37.27811467748268, 127.0623348311776 37.27721330320462, 127.0612068583285 37.277209127499674))"
다사621217,6321.854116,4943.862468,3483.63056,2303.742758,4825.159351,5414.72613,3141.340391,4924.778133,320.3771906,2422.254905,6412.710087,4581.933105,4686.524377,5431.974458,2488.075556,4075.934193,4032.979091,1333.071304,3454.399888,4360.181261,2940.870742,4562.083278,4506.44063,4444.83357,4733.154433,5566.142062,4120.873517,5540.319621,4489.713863,5434.109956,3074.187552,"POLYGON ((127.07239480218837 37.293475138439184, 127.07238970030836 37.294376511433136, 127.07351793109291 37.29438058217192, 127.07352301951282 37.29347920904593, 127.07239480218837 37.293475138439184))"
다사592163,1973.710817,1261.370386,2836.172168,5037.699013,3317.748403,1413.969026,4260.039266,3000.859062,5841.166818,6042.789528,1203.453531,2713.166703,3249.244629,1377.728622,6451.525504,3096.799917,2893.926183,4876.139516,4501.685324,3485.8216,3229.03827,2702.973701,3096.948486,3355.910208,3055.476155,1496.630783,2882.706772,1718.26799,3204.602945,1496.351419,4298.340339,"POLYGON ((127.039972817998 37.244678280931865, 127.03996733896648 37.245579657411795, 127.04109483695018 37.24558403234497, 127.04110030255424 37.24468265572308, 127.039972817998 37.244678280931865))"
다사624206,5313.44103,4264.130671,3000.853428,2660.77955,3711.560082,4480.13918,2003.263325,3831.411935,1061.559069,3150.856044,5488.647122,3525.122896,3578.668531,4501.480515,3331.020439,3001.431987,2990.263243,588.7851997,2315.835397,3241.763504,2377.581222,3507.443832,3413.793193,3333.463564,3638.713992,4612.183771,3071.914733,4560.035265,3388.578728,4486.668523,1935.698118,"POLYGON ((127.07583511646871 37.28357220159857, 127.07583005744694 37.284473576507665, 127.0769581408809 37.284477613543544, 127.07696318644913 37.2835762385035, 127.07583511646871 37.28357220159857))"
다사608197,4227.890439,2557.676219,1165.805594,1866.747766,3266.380221,3207.963265,2236.908819,3225.307902,2086.96345,2815.725996,4162.256197,2751.341541,3102.985184,3217.964379,3171.148566,2394.646889,2224.571576,1257.318869,2696.670067,2903.211401,561.4551553,2725.284276,2852.423094,2918.978697,3060.765603,3386.847383,2322.026743,3413.835471,2888.077248,3248.421755,2205.108547,"POLYGON ((127.0578334857441 37.27539378801767, 127.05782821357997 37.276295162028255, 127.05895617227993 37.27629936983881, 127.05896143099609 37.27539799569173, 127.0578334857441 37.27539378801767))"
다사599155,1094.276179,2092.526638,3568.181016,5798.451921,2917.411831,1220.333212,4244.73297,2598.339478,6314.852344,6818.739245,283.1845423,2491.066171,2899.890396,1193.996167,7221.225639,2987.847637,2857.319437,5267.445087,4384.368558,3214.323023,3826.072641,2491.746294,2829.197556,3072.866308,2713.534967,1140.390789,2811.481126,1288.423542,2926.55687,1238.259028,4295.958771,"POLYGON ((127.04790828666434 37.237497654334916, 127.0479029035425 37.238399032906926, 127.04903029581313 37.23840333157846, 127.04903566551222 37.23750195286696, 127.04790828666434 37.237497654334916))"
다사600179,2618.750774,671.8970508,1179.902195,3401.261938,2663.375889,1523.865102,2859.970164,2436.494873,4051.689574,4422.977759,2319.64846,1941.37505,2524.834516,1517.297261,4822.951803,2016.158876,1753.843576,3103.983164,3213.939847,2576.692049,1451.335284,1916.824434,2275.970272,2494.404473,2371.31463,1730.776163,1801.906307,1854.268278,2371.807956,1601.151748,2878.622127,"POLYGON ((127.04890672674217 37.259135003797475, 127.04890135130356 37.260036379191845, 127.05002906613888 37.260040670471625, 127.05003442814039 37.25913929493803, 127.04890672674217 37.259135003797475))"
다사601236,8173.968986,6099.77891,4544.254369,2320.456397,7116.42437,7120.695141,5640.309009,7129.872855,2728.171003,1330.563727,8015.93056,6686.677718,6959.38186,7125.877504,922.3699414,6269.401442,6140.771303,3656.29804,6026.572011,6693.415959,4323.836958,6661.761824,6731.02344,6743.612141,6951.927546,7311.082587,6238.000135,7358.886164,6745.993855,7172.10704,5579.905423,"POLYGON ((127.04972841278142 37.31051747970827, 127.04972303715685 37.311418847361026, 127.05085151913639 37.311423135821656, 127.05085688128968 37.310521768029815, 127.04972841278142 37.31051747970827))"
